번호,구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치연월,WGS84위도,WGS84경도,화장실소유구분,화장실설치장소유형,오물처리방식,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자
1543,공중화장실,북문 화장실(구),부산 금정구 북문로 124-1,,N,2,3,0,0,0,0,5,1,0,금정구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2022-05-30
1544,공중화장실,금성동주민센터 화장실,"부산 금정구 산성로 452 (금성동, 금성동주민센터)",,Y,0,1,0,0,0,0,1,0,0,금성동주민센터,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1545,공중화장실,서3동주민센터 화장실,"부산 금정구 서곡로33번길 9 (서동, 서3동주민센터)",,N,2,2,0,0,0,0,2,0,0,서3동주민센터,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1546,공중화장실,윤산 등산로변 화장실,부산 금정구 서동 461-52,,N,2,1,0,0,0,0,2,0,0,금정구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수세식,Y,장애인화장실,N,N,없음,,2022-05-30
1547,공중화장실,서곡초등뒤 화장실,부산 금정구 서동 산90번지,,N,1,2,0,0,0,0,2,0,0,금정구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수세식,Y,장애인화장실,N,N,없음,,2022-05-30
1548,공중화장실,서3치안센터 화장실,"부산 금정구 서동로 141 (서동, 서3치안센터)",,Y,0,1,0,0,0,0,1,0,0,서3치안센터,,24시간,,,,국가,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1549,공중화장실,부곡1치안센터 화장실,"부산 금정구 서동로 9-1 (부곡동, 부곡1치안센터)",,Y,1,1,0,0,0,0,1,0,0,부곡1치안센터,,24시간,,,,국가,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1550,공중화장실,서2치안센터 화장실,"부산 금정구 서동로194번길 32 (서동, 서2치안센터)",,Y,1,1,0,0,0,0,1,0,0,서2치안센터,,24시간,,,,국가,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1551,공중화장실,서동시장 열린화장실,부산 금정구 서동시장길 65-5,,N,2,2,1,1,0,0,4,1,0,금정구 자원순환과,,24시간,,,,지방자치단체,상업시설,수세식,Y,장애인화장실,N,N,없음,,2022-05-30
1552,공중화장실,서2동주민센터 화장실,"부산 금정구 서동중심로 33 (서동, 서2동주민센터)",,N,1,3,0,0,0,0,2,0,0,서2동주민센터,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1553,공중화장실,서1동주민센터 화장실,"부산 금정구 서부로69번길 17 (서동, 서1동주민센터)",,N,2,1,1,0,0,0,2,0,0,서1동주민센터,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2022-05-30
1554,공중화장실,갈맷길(신천교옆) 화장실,"부산 금정구 선동 1031-6, 998-1",,N,1,1,0,0,0,0,2,0,0,금정구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수거식,N,없음,N,N,없음,,2022-05-30
1555,공중화장실,갈맷길(회동수원지) 화장실,부산 금정구 선동 438-3,,N,1,1,0,0,0,0,1,0,0,금정구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수거식,N,없음,N,N,없음,,2022-05-30
1556,공중화장실,장전2동주민센터 화장실,"부산 금정구 소정로 19 (장전동, 장전2동주민센터)",,N,1,2,1,0,0,0,2,0,0,장전2동주민센터,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1557,공중화장실,구서1동주민센터 화장실,"부산 금정구 수림로72번길 123 (구서동, 구서1동주민센터)",,N,1,2,1,0,0,0,2,0,0,구서1동주민센터,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1558,공중화장실,부곡3치안센터 화장실,"부산 금정구 오륜대로 17-1 (부곡동, 부곡3치안센터)",,N,1,1,0,0,0,0,1,0,0,부곡3치안센터,,24시간,,,,국가,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1559,공중화장실,땅뫼산산책로변 공중화장실,"부산 금정구 오륜대로 260-1 (오륜동, 땅뫼산 산책로변 공중화장실)",,N,1,1,0,0,0,0,2,0,0,금정구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수세식,Y,장애인화장실,N,N,없음,,2022-05-30
1560,공중화장실,부곡1동주민센터 화장실,"부산 금정구 동부곡로6번길 29 (부곡동, 부곡1동주민센터)",,N,1,2,1,0,0,0,2,0,0,부곡1동주민센터,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1561,공중화장실,서1치안센터 화장실,"부산 금정구 동현로 126 (서동, 서1치안센터)",,Y,0,1,0,0,0,0,1,0,0,서1치안센터,,24시간,,,,국가,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1562,공중화장실,홍법사앞 공중화장실,부산 금정구 두구로33번길 202 (두구동),,N,1,1,0,0,0,0,1,0,1,금정구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수세식,Y,장애인화장실,N,N,없음,,2022-05-30
1563,공중화장실,선두구동주민센터 화장실,"부산 금정구 두구죽전1길 13 (두구동, 선두구동주민센터)",,N,3,3,1,0,0,0,3,0,0,선두구동주민센터,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1564,공중화장실,구서2동주민센터 화장실,"부산 금정구 두실로7번길 115 (구서동, 구서2동주민센터)",,N,2,3,0,0,0,0,3,0,0,구서2동주민센터,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1565,공중화장실,서금지구대 화장실,"부산 금정구 반송로 482-1 (금사동, 서금지구대)",,Y,1,1,0,0,0,0,1,0,0,서금지구대,,24시간,,,,국가,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1566,공중화장실,윤산 체육공원 화장실,부산 금정구 윤산로 73-5,,N,1,2,0,0,0,0,2,0,0,금정구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2022-05-30
1567,공중화장실,동문 문화의 숲 화장실,부산 금정구 장전동 산30번지,,N,1,1,0,0,0,0,2,0,0,금정구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수거식,N,없음,N,N,없음,,2022-05-30
1568,공중화장실,금정세무서 화장실,"부산 금정구 중앙대로 1636 (부곡동, 금정세무서)",,N,11,12,1,0,0,0,8,0,0,금정세무서,,24시간,,,,국가,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1569,공중화장실,금정구청 1층 화장실,"부산 금정구 중앙대로 1777 (부곡동, 금정구청)",,N,3,3,0,0,0,0,3,0,0,금정구청,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1570,공중화장실,금정구청 별관 화장실,"부산 금정구 중앙대로 1777 (부곡동, 금정구청)",,N,1,2,0,0,0,0,2,0,0,금정구청,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1571,공중화장실,금정보건소 화장실,"부산 금정구 중앙대로 1777 (부곡동, 금정구청)",,N,1,3,2,0,0,0,2,0,0,금정구청,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1572,공중화장실,만남의 광장 화장실,부산 금정구 중앙대로 1810 (구서동),,N,2,4,1,1,1,0,7,1,1,금정구 자원순환과,,24시간,,,,지방자치단체,공공용시설,수세식,Y,장애인화장실,N,N,없음,,2022-05-30
1573,공중화장실,금정경찰서 별관1층 화장실,"부산 금정구 중앙대로 1819 (구서동, 부산금정경찰서)",,N,3,4,1,0,0,0,2,0,0,부산금정경찰서,,24시간,,,,국가,공공용시설,수세식,N,없음,Y,N,없음,,2022-05-30
1574,공중화장실,남산동주민센터 화장실,"부산 금정구 중앙대로2097번길 4 (남산동, 남산동주민센터)",,N,4,4,0,0,0,0,4,0,0,남산동주민센터,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1575,공중화장실,상마공영주차장 화장실,부산 금정구 범어사로 308,,N,1,3,0,0,0,0,2,0,0,금정구 자원순환과,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1576,공중화장실,놀이마당 화장실,부산 금정구 놀이마당로 5,,N,1,2,0,0,0,0,3,1,0,금정구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수세식,Y,장애인화장실,N,N,없음,,2022-05-30
1577,공중화장실,북문 화장실(신),부산 금정구 북문로 124-2,,N,3,4,0,0,0,0,7,0,0,금정구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2022-05-30
1578,공중화장실,금정도서관 화장실,부산 금정구 청룡동 산30,,N,3,5,1,0,0,0,4,0,0,제일상가시장,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2022-05-30
1579,공중화장실,청룡노포동주민센터 화장실,"부산 금정구 청룡로 25 (청룡동, 청룡노포동주민센터)",,N,2,4,0,0,0,0,3,0,0,청룡노포동주민센터,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1580,공중화장실,금정문화회관 화장실,"부산 금정구 체육공원로 7 (구서동, 금정문화회관)",,N,4,8,0,0,0,0,6,0,0,금정문화회관,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1581,공중화장실,금정경찰서 범어지구대 화장실,"부산 금정구 팔송로39번길 56 (남산동, 범어지구대)",,N,1,1,0,0,0,0,1,0,0,금정경찰서 범어지구대,,24시간,,,,국가,공공용시설,수세식,N,없음,Y,N,없음,,2022-05-30
1582,공중화장실,수영강변 화장실,부산 금정구 회동동 545-18,,N,1,2,0,0,0,0,2,0,0,금정구 자원순환과,,24시간,,,,지방자치단체,기타,수세식,Y,장애인화장실,N,N,없음,,2022-05-30
1583,공중화장실,온천천변 화장실,부산광역시 금정구 부곡동 79,,N,1,1,0,0,0,0,2,0,0,금정구 자원순환과,,24시간,,,,지방자치단체,기타,수세식,Y,장애인화장실,N,N,없음,,2022-05-30
1584,공중화장실,청년창업문화촌 화장실,"부산광역시 금정구 서동로 82(서동, 청년창업문화촌)",,N,1,1,0,0,0,0,1,0,0,청년창업문화촌,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1585,공중화장실,범어사 경외주차장 화장실,부산광역시 금정구 범어사로 267,,N,2,7,1,1,0,0,6,1,0,금정구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수세식,Y,장애인화장실,N,N,없음,,2022-05-30
1586,공중화장실,금정경찰서 부곡지구대 화장실,"부산 금정구 부곡로 136 (부곡동, 부곡지구대)",,N,1,2,1,0,0,0,2,0,0,부곡지구대 화장실,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-05-30
1587,공중화장실,낙민공원 공중화장실,부산 동래구 안남로 47,,Y,1,1,0,0,0,0,0,0,0,부산광역시 동래구 녹지과,,24시간,,,,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2022-06-10
1588,공중화장실,안락제1동행정복지센터,"부산 동래구 안연로110번길 9 (안락동, 안락제1동행정복지센터)",,N,1,2,1,0,0,0,2,0,0,안락제1동행정복지센터,,09:00~18:00,,,,지방자치단체,공공용시설,수세식,N,없음,N,Y,여자화장실,,2022-06-10
1589,개방화장실,환경공원화장실,"부산 동래구 온천천남로 185 (안락동, 부산환경공단)",,N,28,28,1,0,0,0,22,0,0,부산환경공단,,09:00~18:00,,,,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2022-06-10
1590,공중화장실,수민동 행정복지센터,"부산 동래구 온천천로339번길 48 (낙민동, 수민동주민센터)",,N,5,3,1,0,0,0,4,0,0,수민동 행정복지센터,,09:00~18:00,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-06-10
1591,공중화장실,동래농협,"부산 동래구 우장춘로 11 (온천동, 동래농협미남지점)",,N,4,6,0,0,0,0,6,0,0,동래농협미남지점,,09:00~18:00,,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2022-06-10
1592,공중화장실,금강공원 1호 화장실,"부산 동래구 우장춘로 155 (온천동, 금강공원)",,N,3,5,1,0,0,0,2,0,0,부산시설공단 금강공원사업소,,09:00~18:00,,,,지방자치단체,관광·체육시설,수세식,Y,장애인화장실+남자화장실+여자화장실,Y,N,없음,,2022-06-10
1593,공중화장실,금강공원,"부산 동래구 우장춘로 155 (온천동, 금강공원)",,N,1,2,0,0,0,0,2,0,0,금강공원관리사업소,,09:00~18:00,,,,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2022-06-10
1594,공중화장실,임진동래의총,"부산 동래구 우장춘로 157-67 (온천동, 동래임진의총)",,N,3,5,0,0,0,0,4,0,0,문화재 관리자,,09:00~18:00,,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2022-06-10
1595,개방화장실,부산해양자연사박물관,"부산 동래구 우장춘로 175 (온천동, 부산해양자연사박물관)",,N,10,13,1,0,0,0,12,0,0,부산해양자연사박물관,,09:00~18:00,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-06-10
1596,공중화장실,금강공원공영주차장,부산 동래구 우장춘로 192 (온천동),,Y,1,1,0,0,0,0,0,0,0,금강공원관리사업소,,09:00~18:00,,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2022-06-10
1597,공중화장실,온천119안전센터,"부산 동래구 우장춘로 196 (온천동, 온천소방파출소)",,N,8,6,0,0,0,0,91,0,0,온천119안전센터,,06:00~18:00,,,,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2022-06-10
1598,개방화장실,우장춘기념관,부산 동래구 우장춘로62번길 7 (온천동),,N,1,2,0,0,0,0,2,0,0,동래구 문화시설사업소,,09:00~18:00,,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2022-06-10
1599,개방화장실,동래역(1호선),"부산 동래구 중앙대로 1324 (온천동, 도시철도 1호선 동래역)",,N,7,9,1,0,0,0,13,0,0,부산교통공단,,05:00~23:50,,,,지방자치단체,교통시설,수세식,Y,장애인화장실+남자화장실+여자화장실,Y,Y,여자화장실,,2022-06-10
1600,개방화장실,명륜동 지하철역,"부산 동래구 중앙대로 1414 (온천동, 도시철도명륜역)",,N,5,7,1,0,0,0,8,0,0,부산교통공단,,05:00~23:50,,,,지방자치단체,교통시설,수세식,Y,장애인화장실+남자화장실+여자화장실,Y,Y,여자화장실,,2022-06-10
1601,개방화장실,온천장지하철역,"부산 동래구 중앙대로 1520 (온천동, 도시철도온천장역)",,N,6,7,1,0,0,0,6,0,0,부산교통공단,,05:00~23:50,,,,지방자치단체,교통시설,수세식,Y,장애인화장실+남자화장실+여자화장실,Y,Y,여자화장실,,2022-06-10
1602,개방화장실,사직지구대,"부산 동래구 중앙대로1277번길 41 (사직동, 사직지구대)",,Y,1,1,0,0,0,0,0,0,0,사직지구대,,00:00~23:,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-06-10
1603,공중화장실,건강관리협회,"부산 동래구 충렬대로 145 (온천동, 한국건강관리협회부산광역시지부)",,N,12,13,0,0,0,0,14,0,0,건강관리협회,,09:00~18:00,,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2022-06-10
1604,공중화장실,수안동우체국,"부산 동래구 충렬대로 244-1 (수안동, 수안동우체국)",,Y,1,1,0,0,0,0,0,0,0,수안동우체국,,09:00~18:00,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-06-10
1605,개방화장실,충렬사,"부산 동래구 충렬대로 345 (안락동, 충렬사)",,N,7,8,1,0,0,0,10,0,0,부산시 충렬사관리사무소,,08:00~20:00,,,,지방자치단체,기타,수세식,N,없음,N,Y,여자화장실,,2022-06-10
1606,개방화장실,동래구 장애인복지관,"부산 동래구 충렬대로 386 (안락동, 동래구 장애인복지관)",,N,9,8,1,0,0,0,12,0,0,동래구청,,09:00~18:00,,,,지방자치단체,기타,수세식,N,없음,Y,N,없음,,2022-06-10
1607,공중화장실,부산안락동우체국,부산 동래구 충렬대로 395 (안락동),,N,1,1,0,0,0,0,1,0,0,부산안락동우체국,,09:00~18:00,,,,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2022-06-10
1608,공중화장실,한국전력 동래지사,"부산 동래구 충렬대로 423 (안락동, 한국전력공사동래지점)",,N,8,8,0,0,0,0,12,0,0,한전 관리자,,09:00~18:00,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-06-10
1609,개방화장실,거제4동 주민센터 화장실,"부산광역시 연제구 해맞이로 53 (거제동, 거제4동주민센터)",부산광역시 연제구 거제동 676-316,N,1,1,0,0,0,0,1,0,0,부산광역시 연제구청,051-665-4442,09:00~18:00,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-06-08
1610,개방화장실,부산광역시 장애인종합복지관,"부산광역시 연제구 중앙대로1150번길 15 (연산동, 부산광역시광역시장애인종합복지관)",부산광역시 연제구 연산동 578-5,N,6,7,3,3,1,0,8,3,1,부산광역시 연제구청,051-665-4442,09:00~18:00,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-06-08
1611,개방화장실,연산2동 주민센터,"부산광역시 연제구 중앙대로1038번길 39 (연산동, 연산2동주민센터)",부산광역시 연제구 연산동 1597-12,N,1,1,1,1,0,0,3,0,0,부산광역시 연제구청,051-665-4442,09:00~18:00,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-06-08
1612,개방화장실,교대지하철역,"부산광역시 연제구 중앙대로 지하 1217 (거제동, 교대역)",,N,3,3,1,0,0,0,5,1,0,부산광역시 연제구청,051-665-4442,00:00~00:00,,,,공공기관,교통시설,수세식,Y,여자화장실,Y,Y,남자화장실+여자화장실,,2022-06-08
